ID,first_name,last_name,sex,title,birth_date,birth_place,death_date,death_place
2022,"Ceolric","",M,"King of Wessex",,,"597",
2023,"Ceolwulf","",M,"King of Wessex",,,,
2024,"Cynegils","",M,"King of Wessex",,,,
2025,"Aescwine","",M,"King of Wessex",,,,
2026,"Cenfus","",M,,,,,
2027,"Cenferth","",M,,,,,
2028,"Cuthgils","",M,,,,,
2029,"Cwichelm","",M,,,,"636",
2030,"Cenwealh","",M,,,,,
2031,"Centwine","",M,"King of Wessex",,,,
2032,"Cyneburh","",F,,,,,
2033,"Cuthred","",,,,,,
2034,"Unknown","",F,,,,,
2035,"Sexburh","",F,"Queen of Wessex",,,,
2036,"Oswald of_Northumbria","",M,"King",,,,
2037,"Cuthwine","",M,,,,,
2038,"Chad","",M,,,,,
2039,"Cynebald","",M,,,,,
2040,"Cuthwulf (Cutha)","",M,,,,,
2041,"Cenbert","",M,,,,"661",
2042,"Cedwalla","",M,"King of Wessex",,,"689","Rome,,,Italy"
2043,"Mul","",M,"King of Kent",,,"687",
2044,"Oswald","Atheling",M,,,,"729",
2045,"Ethelbald","",M,,,,,
2046,"Ine","",M,"King of Wessex",,,"728","Rome,,Italy"
2047,"Cenred","",M,,,,,
2048,"Ceolwald","",M,,,,,
2049,"Ethelburh","",F,,,,,
2050,"Ingild","",M,,,,"718",
2051,"Cwenburh of_Wimborne","",F,"Abbess",,,,
2052,"Cuthburh","",F,,,,,
2053,"Aldfrid of_Northumbria","",M,"King",,,,
2054,"Ealhmund of_Kent","",M,"Under-King",,,"786",
2055,"Eaba","",M,,,,,
2056,"Eoppa","",M,,,,,
2057,"William of_Hainault","",M,"Count",,,,
2058,"Thomas","Holland",M,"Earl of Kent",,,,
2059,"William","de_Burgh",M,"Earl of Ulster",,,,
2060,"Galeazzo","Visconti",M,"Duke of Milan",,,,
2061,"Otho of_Montferrat","",M,"Marquis",,,,
2062,"Pedro_III of_Castile","",M,"King",,,,
2063,"Payne of_Guienne","Roet",M,"Sir",,,,
2064,"Hugh","Swynford",M,"Sir",,,,
2065,"Katherine","",F,,,,,
2066,"Henry_III","",M,"King of Castile","1379",,"1406",
2067,"John_I (Juan)","",M,"King of Castile","1358",,"1390",
2068,"Henry_II (Enrique)","",M,"King of Castile","ABT    1333",,"1379",
2069,"Humphrey of_Hereford","De_Bohun",M,"Earl",,,,
2070,"Edmund of_Stafford","",M,"Earl",,,,
2071,"Humphrey of_Buckingham","",M,"Earl",,,,
2072,"Joan","",F,,,,,
2073,"Isabel","",F,,,,,
2074,"Isabelle of_Bavaria","",F,,"1371",,"1435",
2075,"Charles_VI the_Beloved","",M,"King of France","3 DEC 1368","Paris,France","22 OCT 1422","Paris,France"
2076,"Robert","Ferrers",M,"Sir",,,,
2077,"Margaret","",F,,,,,
2078,"Thomas","Neville",M,"Sir",,,,
2079,"Margaret","Beaufort",F,,,,,
2080,"Thomas","Courtenay",M,"Earl of Devon V",,,,
2081,"Eleanor","Beauchamp",F,,,,,
2082,"Richard","Beauchamp",M,"Earl of Warwick",,,,
2083,"Henry","Beaufort",M,"Duke Sommerset",,,"1463",
2084,"Edmund","Beaufort",M,"Duke Sommerset",,,"1471",
2085,"John","Beaufort",M,,,,"1471",
2086,"Eleanor","Beaufort",F,,,,,
2087,"Joan","Beaufort",F,,,,,
2088,"Anne","Beaufort",F,,,,,
2089,"Margaret","Beaufort",F,,,,,
2090,"Elizabeth","Beaufort",F,,,,,
2091,"James of_Wiltshire","Butler",M,"Earl",,,,
2092,"Robert","Spencer",M,"Sir",,,,
2093,"Robert","St._Lawrence",M,"Lord Howth",,,,
2094,"Richard","Fry",M,,,,,
2095,"William","Paston",M,,,,,
2096,"Humphrey","",M,"Earl of Stafford",,,,
2097,"Richard","Darell",M,"Sir",,,,
2098,"Henry Fitz","Lewes",M,"Sir",,,,
2099,"Thomas of_Wiltshire","Boleyn",M,"Earl",,,"1536",
2100,"Joanna the_Mad (Juana)","",F,,"1479",,"1555",
2101,"William","Cavendish",M,"Sir",,,,
2102,"Frances","Devereux",F,,,,"1674",
2103,"Robert","Devereux",M,"Earl of Essex",,,,
2104,"Henry of_Cumberland","Clifford",M,"Earl",,,"1569",
2105,"Adrian","Stokes",M,,,,"ABT    1581",
2106,"Catherine","Grey",F,"Lady",,,"ABT    1568",
2107,"Mary","Grey",F,"Lady",,,"1578",
2108,"Edward","Seymour",M,"Earl of Hertford",,,,
2109,"Edward Beauchamp","Seymour",M,"Lord",,,"1612",
2110,"Thomas","Seymour",M,,,,"1600",
2111,"Isabel","Onley",F,,,,,
2112,"Honora","Rogers",F,,,,,
2113,"Richard","Rogers",M,"Sir",,,,
2114,"Frederick Henry","",M,,"1614",,"1629",
2115,"Philip","",M,,,,"1650",
2116,"Elizabeth of_Hervorden","",F,"Abbess",,,"1680",
2117,"Louisa Hollandine of_Maubisson","",F,"Abbess",,,"1709",
2118,"Henrietta Maria","",F,,,,"1651",
2119,"Charlotte","",F,,,,"1631",
2120,"William of_Hesse","Landgrave",M,,,,,
2121,"Anne","",F,,,,,
2122,"Sigismund of_Transylvania","Ragotski",M,"Prince",,,,
2123,"Frederick Augustus","",M,,,,"1690",
2124,"Maximilian William","",M,,,,"1726",
2125,"Charles Philip","",M,,,,"1690",
2126,"Christian","",M,,,,"1703",
2127,"Edward","Hyde",M,"Earl of Claredon",,,,
2128,"Anna Maria","",F,,"1669",,"1728",
2129,"Victor Amadeus_II","",M,"Duke of Savoy","1666",,"1732",
2130,"Charles_II","",M,"King of Spain","1661",,"1700",
2131,"Philip_IV","",M,"King of Spain","1605",,"1665",
2132,"Philip_III","",M,"King of Spain","1578","Madrid,,,Spain","1621",
2133,"Maria of_Portugal","",F,,,,,
2134,"Elizabeth of_France","",F,"Princess","1545",,"1568",
2135,"Anne of_Austria","",F,,"1549",,"1580",
2136,"Don_Carlos","",M,,,,,
2137,"James Louis","Sobieski",M,"Prince",,,,
2138,"John_III","Sobieski",M,"King of Poland","9 JUN 1624","Olesko,Now:,Ukraine,SSR","17 JUN 1696","Wilanow,Nr.,Warsaw,Poland"
2139,"Gustavus Adolphus of_Stolberg-Ged.","",M,"Prince",,,,
2140,"George William of_Brunswick","",M,"Duke",,,"1726",
2141,"Celle","",F,,,,,
2142,"Frederick_II of_Saxe-Gotha","",M,"Duke",,,,
2143,"Magdalena Augusta of_Anhalt-Zerbst","",F,,,,,
2144,"Edward","Walpole",M,"Hon. Sir",,,,
2145,"James Waldegrave_2nd","",M,"Earl",,,,
2146,"Sophia","",F,,,,"1844",
2147,"Charles Louis Frederick","",M,"Duke",,,,
2148,"Elizabeth of_Saxe- Hildburghausen","Albertin",F,,,,,
2149,"Alfonso","",M,"Infante of Spain",,,,
2150,"Ernest of_Hohenlohe- Langenburg","",M,"Prince",,,,
2151,"of_Dalhousie XIII","",M,"Earl",,,,
2152,"Katharine Fraser","",F,,"1957",,,
2153,"Alice","",F,,"1961",,,
2154,"Elizabeth","",F,,"1963",,,
2155,"Alistair Arthur of_Connaught_2nd","",M,"Duke",,,"1943",
2156,"Romaine","",F,,,,,
2157,"Janet","Bryce",F,,,,,
2158,"George of_Milford_Haven","",M,"Marquess",,,,
2159,"Ivar","",M,"Lord",,,,
2160,"of_Mount_Temple","",M,"Lord",,,,
2161,"of_Lodesborough","",M,"Earl",,,,
2162,"J. Keyes-O'Malley","Hamilton",M,"Capt.",,,,
2163,"Michael Kelly Bryan","",M,,,,,
2164,"William Kemp","",M,,,,,
2165,"Robin Alexander","",M,,,,,
2166,"Maelgwn Fychan","",M,,,,"1257",
2167,"Eleanor","",F,,,,,
2168,"Maredudd Ap_Owain","",M,,,,"1265",
2169,"Owain","",M,,,,"1275",
2170,"Llywelyn","",M,,,,"1309",
2171,"Thomas","",M,,,,"ABT    1343",
2172,"Margaret","",F,,,,,
2173,"Tudor Fychan of_Pemmynydd","",M,,,,,
2174,"Maredudd (Meredith)","Tudor",M,,,,,
2175,"Goronwy_Ap Tudor","",M,,,,"1331",
2176,"Tudor Hen","",M,,,,"1311",
2177,"Goronwy","",M,,,,,
2178,"Ednyfed Fychan","",M,,,,,
2179,"Gwenllian","",F,,,,"1236",
2180,"Rhys_Ap Gruffydd","",M,"Lord Rhys",,,"1197",
2181,"Gruffydd","",M,,,,"1137",
2182,"Rhys_Ap Twedwr","",M,"Prince S. Wales",,,,
2183,"Tewdwr Mawr the_Great","",M,,,,,
2184,"Cadell","",M,,,,,
2185,"Einion","",M,,,,"984",
2186,"Michael of_Hillsborough","Hill",M,,,,,
2187,"William","Hill",M,,,,,
2188,"Eleanor","Boyle",F,,,,,
2189,"Michael","Boyle",M,"Dr.",,,,
2190,"Mary","O'Brien",F,,,,,
2191,"Dermont","O'Brien",M,"Lord Inchiquin V",,,"1624",
2192,"Murrough","O'Brien",M,"Lord Inchiquin 4",,,"1597",
2193,"Murrough","O'Brien",M,"Lord Inchiquin 3",,,"1573",
2194,"Dermod","O'Brien",M,"Lord Inchiquin 2",,,"1557",
2195,"Murrough","",M,"King of Thomond",,,"1551",
2196,"Turlough Don","",M,"King of Thomond",,,,
2197,"Teige An_Chomard","",M,"King of Thomond",,,,
2198,"Turlough Bog the_Soft","",M,"King of Thomond",,,,
2199,"Brian_Catha An_Eanaigh","",M,"King of Thomond",,,,
2200,"Mahon Moinmoy","",M,"King of Thomond",,,,
2201,"Mortogh","",M,"King of Thomond",,,,
2202,"Turlough","",M,"King of Thomond",,,"1306",
2203,"Teige Caeluisce","",M,"King of Thomond",,,,
2204,"Conor Na_Suidane","",M,"King of Thomond",,,,
2205,"Donough Cairbreach","",M,"King of Thomond",,,,
2206,"Donnell More","",M,"King of Thomond",,,"1194",
2207,"Urlachan","",F,,,,,
2208,"Turlough","",M,"King of Thomond",,,,
2209,"Dermot","",M,"King of Munster",,,,
2210,"Turough","",M,"King of Munster",,,,
2211,"Teige (Terence)","",M,,,,"1023",
2212,"Brian Boru","",M,"King of Ireland",,,,
2213,"Dearbforgail","",F,,,,"1080",
2214,"Dermot","MacMailnamo",M,"King of Ireland",,,"1072",
2215,"Murchad","",M,"King of Leinster",,,"1090",
2216,"Eva","",F,,,,,
2217,"William","Marshal",M,"Earl of Pembroke",,,,
2218,"Isabel","",F,,,,,
2219,"Richard (Strongbow)","",M,"Earl of Pembroke",,,,
2220,"Aoife (Eva)","",F,,,,,
2221,"Dermot","MacMurrough",M,"King of Leinster",,,"1171",
2222,"Enna","",M,"King of Leinster",,,"1126",
2223,"Donchad","",M,"King of Leinster",,,"1126",
2224,"Sybil","",F,,,,,
2225,"Ingibiorg","",F,,,,,
2226,"Finn","Arnasson",M,,,,,
2227,"Matilda","",F,,,,"1131",
2228,"Henry of_Huntingdon","",M,"Earl",,,"1152",
2229,"Ada","",F,,,,,
2230,"Malcolm_IV the_Maiden","",M,"King of Scotland",,,,
2231,"Willaim_I the_Lion","",M,"King of Scotland",,,,
2232,"Ermengarde","",F,,,,"1234",
2233,"Mary of_Coucy","",F,,,,,
2234,"Margaret","",F,,,,"1283",
2235,"Eric","Magnusson",M,"King of Norway",,,,
2236,"Margaret Maid_of_Norway","",F,,"ABT    1282",,"1290",
2237,"Duncan_II May-Nov","",M,"King of Scotland",,,,
2238,"Ethelreda","",F,,,,,
2239,"Duncan_I","",M,,,,,
2240,"Sybil","",F,,,,,
2241,"Donald_III Bane","",M,"King of Scotland",,,,
2242,"Crinan","",M,,,,,
2243,"Bethoc","",F,,,,,
2244,"Gillacomgan","",M,,,,,
2245,"Gruoch","",F,,,,,
2246,"Lulach","",M,"King of Scotland",,,,
2247,"Macbeth","",M,"King of Scotland",,,"1057",
2248,"Malcolm_II","",M,"King of Scotland",,,,
2249,"Kenneth_II","",M,"King of Scotland",,,,
2250,"Malcolm_I","",M,"King of Scotland",,,,
2251,"Donald_II","",M,"King of Scotland",,,,
2252,"Constantine_II","",M,"King of Scotland",,,,
2253,"Duff","",M,"King of Scotland",,,,
2254,"Kenneth_III","",M,"King of Scotland",,,,
2255,"Beoedhe","",M,,,,,
2256,"Constantine_IV","",M,"King of Scotland",,,,
2257,"Colin","",M,"King of Scotland",,,,
2258,"Indulf","",M,"King of Scotland",,,,
2259,"Constantine_III","",M,"King of Scotland",,,,
2260,"Aedh","",M,"King of Scotland",,,,
2261,"Kenneth_I","MacAlpin",M,"King of Scotland",,,,
2262,"Unknown_Dau.","",F,,,,,
2263,"Run of_Strathclyde","",M,"King",,,,
2264,"Eocha","",M,"King of Scotland",,,,
2265,"Alpin","",M,"King of Scotland",,,"834",
2266,"Donald_I","",M,"King of Scotland",,,,
2267,"Charles_II","",M,"King of Navarre",,,,
2268,"Reynald","Cobham",M,"Sir",,,,
2269,"of_Burgandy","",M,"Duke",,,,
2270,"Peter of_Luxemburg","",M,"Count St. Pol",,,,
2271,"Richard","Woodville",M,"Earl Rivers",,,,
2272,"Rene","",M,"Count of Anjou",,,,
2273,"Thomas of_Heton","Grey",M,"Sir",,,,
2274,"Joachim Frederick of_Brandenburg","",M,"Elector",,,,
2275,"Richard","Pole",M,"Sir",,,,
2276,"John","De_La_Pole",M,"Duke of Suffolk",,,,
2277,"Thomas","Holland",M,"Earl of Kent",,,,
2278,"Edward","",M,"Lord Cherleton",,,,
2279,"Edmund","",M,"Earl of Stafford",,,,
2280,"Roger","Mortimer",M,,,,"1409",
2281,"Eleanor","Mortimer",F,,,,,
2282,"Edward","Courtenay",M,"Sir",,,,
2283,"Edmund","Mortimer",M,,,,"1409",
2284,"Elizabeth","Mortimer",F,,,,,
2285,"Philippa","Mortimer",F,,,,"1401",
2286,"Henry (Hotspur)","Percy",M,,,,,
2287,"Thomas","",M,"Lord Camoys",,,,
2288,"John","Hastings",M,"Earl of Pembroke",,,,
2289,"Richard","Fitzalan",M,"Earl of Arundel",,,,
2290,"Thomas of_Basing","Poynings",M,"Lord St. John",,,,
2291,"Charles_IV","",M,"Emperor","1316",,"1378",
2292,"John","Holland",M,"Duke of Exeter",,,,
2293,"John","Cornwall",M,"Lord Fanhope",,,,
2294,"Constance","",F,,,,,
2295,"Thomas of_Gloucester","Despencer",M,"Earl",,,,
2296,"Philippa","",F,,,,,
2297,"","Fitzwater",M,"Lord",,,,
2298,"John","Golafre",M,"Sir",,,,
2299,"Thomas","Clifford",M,"Lord",,,,
2300,"John","",M,"Lord Latymer",,,,
2301,"Hugh","Seymour",M,"Admiral","1759",,"1801",
2302,"Anne Horatia","Waldegrave",F,"Lady",,,"1801",
2303,"Francis of_Hertford I","Seymour",M,"Marquess","1718",,"1794",
2304,"Isabella","",F,,"1726",,"1782",
2305,"Charles","Fitzroy",M,"Duke of Grafton","1683",,"1757",
2306,"Henrietta","Somerset",F,"Lady",,,"1726",
2307,"Henry","Fitzroy",M,"Duke of Grafton","1663",,"1690",
2308,"Isabella","Bennett",F,"Lady",,,"1723",
2309,"William of_Northampton","Parr",M,"Marquess",,,,
2310,"John Northumberland","Dudley",M,"Duke",,,"1553",
2311,"Jane","Guildford",F,,,,,
2312,"John","Dudley",M,"Earl of Warwick",,,"1554",
2313,"Ambrose","Dudley",M,"Earl of Warwick",,,"1590",
2314,"Henry","Dudley",M,,,,,
2315,"Robert of_Leicester","Dudley",M,"Earl",,,"1588",
2316,"Jane","Dudley",F,,,,,
2317,"Mary","Dudley",F,,,,"1586",
2318,"Catherine","Dudley",F,,,,,
2319,"Anne","Seymour",F,,,,"1588",
2320,"Edward","Unton",M,,,,,
2321,"Anne","Whorwood",F,,,,"1552",
2322,"Elizabeth","Talboys",F,,,,,
2323,"Anne","Russell",F,,,,"1603",
2324,"John","Dudley",M,,,,,
2325,"Margaret","Audley",F,,,,"1563",
2326,"Thomas","Howard",M,"Duke of Norfolk",,,"1572",
2327,"Henry","Seymour",M,,,,,
2328,"Henry","Sidney",M,,,,"1586",
2329,"Henry of_Huntington","Hastings",M,"Earl",,,"1595",
2330,"Amy","Robsart",F,,,,"1560",
2331,"Lettice","Knollys",F,,,,"1634",
2332,"Henry","Herbert",M,,,,,
2333,"Thomas","Keyes",M,,,,"1571",
2334,"Margaret","Clifford",F,,,,"1596",
2335,"Henry","Stanley",M,"Earl of Derby",,,"1593",
2336,"Anne","Dacre",F,,,,"1581",
2337,"Elizabeth","Howard",F,,,,"1512",
2338,"George Rochford","Boleyn",M,"Viscount",,,"1536",
2339,"Mary","Boleyn",F,,,,"1544",
2340,"William","Carey",M,,,,"1528",
2341,"Thomas","Howard",M,"Duke of Norfolk",,,"1524",
2342,"Elizabeth","Tilney",F,,,,"1497",
2343,"Thomas","Howard",M,"Duke of Norfolk",,,,
2344,"Anne of_York","",F,,,,"1511",
2345,"Elizabeth","Stafford",F,,,,"1558",
2346,"Dorothy","Troyes",F,,,,,
2347,"Agnes","Tilney",F,,,,"1545",
2348,"William of_Effingham","Howard",M,"Lord",,,"1572",
2349,"Dorothy","Howard",F,,,,,
2350,"Elizabeth","Howard",F,,,,"1534",
2351,"Catherine","Broughton",F,,,,"1531",
2352,"Margaret","Gamage",F,,,,"1535",
2353,"Edward","Stanley",M,"Earl of Derby",,,"1572",
2354,"Henry","Radcliffe",M,"Earl of Sussex",,,"1556/1557",
2355,"Henry","Howard",M,"Earl of Surrey",,,"1546",
2356,"Mary","Howard",F,,,,,
2357,"Thomas","Howard",M,"Viscount Bindon",,,"1582",
2358,"Frances de_Vere","",F,,,,"1577",
2359,"Thomas","Howard",M,"Duke of Norfolk",,,"1572",
2360,"Henry of_Northhampton","Howard",M,"Earl",,,"1614",
2361,"Catherine","Howard",F,,,,"1596",
2362,"Jane","Howard",F,,,,"1593",
2363,"Margaret","Howard",F,,,,"1592",
2364,"Henry","Fitzroy",M,"Duke of Richmond",,,"1533",
2365,"Gertrude","Lyte",F,,,,,
2366,"Mary","Fitzalan",F,,,,"1557",
2367,"Philip","Howard",M,"Earl of Arundel",,,"1595",
2368,"Anne","Dacre",F,,,,,
2369,"Thomas","Howard",M,"Earl of Arundel",,,"1646",
2370,"Aletheia","Talbot",F,,,,"1654",
2371,"Margaret","Audley",F,,,,"1563",
2372,"Thomas","Howard",M,"Earl of Suffolk",,,"1626",
2373,"Mary","Dacre",F,,,,"1576",
2374,"Catherine","Knyvett",F,,,,"1633",
2375,"Theophilus","Howard",M,"Earl of Suffolk",,,"1640",
2376,"Thomas of_Berkshire","Howard",M,"Earl",,,"1669",
2377,"Henry","Howard",M,,,,,
2378,"Catherine","Howard",F,,,,"1672",
2379,"Frances","Howard",F,,,,,
2380,"Elizabeth","Dunbar",F,,,,,
2381,"Elizabeth","Cecil",F,,,,,
2382,"Elizabeth","Bassett",F,,,,"1643",
2383,"William of_Newcastle","Cavendish",M,"Earl",,,,
2384,"William of_Berkshire","Cecil",M,"Earl",,,"1668",
2385,"Robert","Devereux",M,"Earl of Essex",,,"1646",
2386,"Robert","Carr",M,"Earl of Somerset",,,"1645",
2387,"William","Howard",M,,,,"1640",
2388,"Elizabeth","Dacre",F,,,,,
2389,"Frances","Howard",F,,,,"1598",
2390,"Frances","Howard",F,,,,"1639",
2391,"Ludovic of_Richmond","Stuart",M,"Duke of Lennox",,,,
2392,"Edward","Seymour",M,"Duke of Somerset",,,"1552",
2393,"Anne","Stanhope",F,,,,"1587",
2394,"Henry","Carey",M,"Baron Hunsdon",,,"1596",
2395,"Catherine","Fillol",F,,,,,
2396,"Edward Beauchamp","Seymour",M,"Lord",,,"1618",
2397,"Francis","Seymour",M,"Baron Seymour",,,"1664",
2398,"Honora","Seymour",F,,,,"1620",
2399,"Anne","Sackville",F,,,,,
2400,"Edward","Lewes",M,,,,,
2401,"Frances","Prynne",F,,,,,
2402,"Catherine","Lee",F,,,,"1700",
2403,"Catherine","Carey",F,,,,"1568",
2404,"Anne","Morgan",F,,,,,
2405,"Francis","Knollys",M,,,,"1596",
2406,"Henry","Knollys",M,,,,"1583",
2407,"William","Knollys",M,"Earl of Banbury",,,"1632",
2408,"Anne","Knollys",F,,,,,
2409,"Catherine","Knollys",F,,,,,
2410,"Margaret","Cave",F,,,,"1606",
2411,"Walter","Devereux",M,"Earl of Essex",,,"1576",
2412,"Christopher","Blount",M,,,,"1601",
2413,"Thomas","Leighton",M,"Lord De La Warr",,,,
2414,"Gerald","Fitzgerald",M,"Lord Offaley",,,"1580",
2415,"Charles","",M,,,,"1685",
2416,"Mariana of_Austria","",F,,,,,
2417,"Maria","",F,,,,,
2418,"Ferdinand_III","",M,"Holy Roman Emper","1608","Graz,Austria","1657",
2419,"Ferdinand_II","",M,"Holy Roman Emper","1578","Graz,Austria","1637",
2420,"Leopold_I","",M,"Holy Roman Emper","1640","Vienna,Austria","5 MAY 1705",
2421,"Margaret Teresa","",F,,"1651",,"1673",
2422,"Eleanor of_Neuburg","",F,,,,,
2423,"Louis de_France","",M,"Dauphin","1661",,"1711",
2424,"Philip_V","",M,"King of Spain","1683","Versailles,France","1746",
2425,"Isabella Elizabeth","Farnese",F,,"1692",,"1766",
2426,"Louis","",M,"Duke of Burgundy","1682",,"1712",
2427,"Maria Antonia","",F,,,,,
2428,"Maximilian Emmanuel of_Bavaria","",M,"Elector",,,,
2429,"Joseph Ferdinand","",M,"Electoral Prince",,,"1699",
2430,"Joseph_I","",M,"Holy Roman Emper","1678",,"1711",
2431,"Charles_VI","",M,"Holy Roman Emper","1685","Vienna,Austria","1740",
2432,"Maria Theresa","",F,"Empress",,,"1780",
2433,"Francis_I Stephen","",M,"Holy Roman Emper","1708","Nancy,Lorraine","1765",
2434,"Joseph_II","",M,"Holy Roman Emper","13 MAR 1741","Vienna,Austria","1790",
2435,"Eugene of_Leuchtenberg","de_Beauharnais",M,"Duke",,,,
2436,"Augusta of_Bavaria","",F,,,,,
2437,"Francis Charles","",M,"Archduke","1802",,"1878",
2438,"Henry_II","",M,"King of France","31 MAR 1519","Saint-Germain,en-Laye","10 JUL 1559","Paris,France"
2439,"Catherine of_Florence","de_Medici",F,,"1519",,"1589",
2440,"Claude of_France","",F,,"1499",,"1524",
2441,"Margaret of_Navarre","",F,,,,,
2442,"John_II (Juan_II)","",M,"King of Castile","1405",,"1454",
2443,"Isabella of_Portugal","",F,,,,,
2444,"Walter","Sommerlath",M,,,,,
2445,"Alice","de_Toledo",F,,,,,
2446,"Victoria Ingrid Alice","",F,"Princess","14 JUL 1977",,,
2447,"Carl Philip","",M,"Prince of Sweden","13 MAY 1979",,,
2448,"Francis Frederick of_Saxe-Coburg","",M,"Duke","1750",,"1806",
2449,"Maria Henrietta","",F,,"1836",,"1902",
2450,"Joseph of_Austria","",M,"Archduke","1776",,"1847",
2451,"Philip_II Augustus","",M,"King of France","21 AUG 1165","Gonesse,Nr: Paris,France","14 JUL 1223","Mantes,France"
2452,"Louis_VI the_Fat","",M,"King of France","ABT    1081","Paris,France","1 AUG 1137","Paris,France"
2453,"Adelaide of_Savoy","",F,,,,"1154",
2454,"Philip_I the_Fair","",M,"King of France","1052",,"29 JUL 1108",
2455,"Bertha of_Holland","",F,,,,"1093",
2456,"Bertrada de_Montfort","",F,,,,,
2457,"Henry_I","",M,"King of France","APR 1008",,"4 AUG 1060","Vitry-en-Brie,France"
2458,"Robert_II the_Pious","",M,"King of France","ABT     970","Orleans,France","1031",
2459,"Constance of_Arles","",F,,,,"1032",
2460,"Hugh","",M,,"1007",,"1025",
2461,"Unknown","",F,,,,,
2462,"Bertha of_Burgundy","",F,,"ABT     962",,,
2463,"Hugh","Capet",M,"King of France","ABT     938",,"AUG  996",
2464,"Louis_X the_Headstrong","",M,"King of France","4 OCT 1289","Paris,France","5 JUN 1316","Vincennes,France"
2465,"Philip_V the_Tall","",M,"King of France","ABT    1294","Lyons,France","3 JAN 1322","Longchamp,France"
2466,"John_I","",M,"King of France","15 NOV 1316","Paris,France","20 NOV 1316","Paris,France"
2467,"William_I","",M,"King of Sicily","1120",,"1166",
2468,"Roger_II","",M,,,,,
2469,"Philip","",M,,,,,
2470,"Robert","",M,"Count of Dreux",,,,
2471,"Pierre de_Courtenay","",M,,,,,
2472,"Henry of_Beauvais","",M,"Bishop of Rouen",,,,
2473,"Philip","",M,"Bishop of Paris",,,,
2474,"Constance of_Toulouse","",F,"Constance",,,,
2475,"Constance of_Castile","",F,,,,"1160",
2476,"Adele of_Champagne","",F,,,,"1206",
2477,"Isabella of_Hainault","",F,,,,"1190",
2478,"Ingeborg","",F,,"1175",,"1236",
2479,"Agnes of_Meranie","",F,"Princess",,,"1201",
2480,"Philip","Hurepel",M,,,,,
2481,"Alphonse","",M,,,,"1271",
2482,"Margaret of_Provence","",F,,"1221",,"1295",
2483,"Raymond of_Provence","Berenger",M,"Count IV",,,,
2484,"Charles of_Anjou","",M,,,,,
2485,"Mary of_Brabant","",F,,,,"1321",
2486,"Joan of_Navarre","",F,,"1271",,"1305",
2487,"Clemence of_Hungary","",F,,"ABT    1293",,"1328",
2488,"Charles_I","",M,"King of Hungary","1288",,"1342",
2489,"Charles_II","",M,"King of Naples",,,,
2490,"Joan of_Burgundy","",F,,"ABT    1293",,"1329",
2491,"Blanche of_Burgundy","",F,,"ABT    1296",,"1326",
2492,"Marie of_Luxemburg","",F,,"1305",,"ABT    1323",
2493,"Joan of_Evreux","",F,,,,"1371",
2494,"Philip_VI of_Valois","",M,"King of France","1293",,"22 AUG 1350","Nogent-le-Roi,France"
2495,"Charles de_Valois","",M,,"1270","Fontainebleau,France","1325",
2496,"Joan of_Burgundy","",F,"Queen",,,"ABT    1349",
2497,"Blanche of_Navarre","",F,,,,"1398",
2498,"John_II the_Good","",M,"King of France","26 APR 1319","Le Mans,France","8 APR 1364","London,England"
2499,"Charles_V the_Wise","",M,"King of France","21 JAN 1337","Vincennes,France","16 SEP 1380","Vincennes,France"
2500,"Joan of_Bourbon","",F,"Queen","1338",,"4 FEB 1378",
2501,"Louis of_Beaumont","",M,"Count of Valois",,,"1407",
2502,"Catherine","",F,"Princess",,,,
2503,"Isabelle","",F,,"FEB 1378",,"FEB 1378",
2504,"Stanislaw","Leczinski",M,"King of Poland",,,,
2505,"Margaret of_Valois","",F,,"1553",,"1615",
2506,"Elizabeth","",F,,,,,
2507,"Charles","",M,"Duke of Berry","1686",,"1714",
2508,"Clotilde of_Savoy","",F,,,,"1805",
2509,"of_Angouleme","",,"Duke","1775",,,
2510,"of_Berry","",M,"Duke","1778",,,
2511,"Louis_Philippe_I","",M,"King of France","1773","Palace Royal,France,France","1850",
2512,"Desideria","",F,,,,,
2513,"Louis-Philippe Joseph","",M,,,,"1793",
2514,"Louise Adelaide de_Penthievre","",F,"Princess",,,,
2515,"Louis-Philippe","",M,,,,"1785",
2516,"Louis of_Orleans","",M,,,,"1752",
2517,"Philippe Duc_de_Chartes","",M,"Regent","1674",,"1723",
2518,"Philip the_Bold","",M,,,,"1404",
2519,"Bonne of_Luxemburg","",F,,,,"1349",
2520,"Joan of_Valois","",F,,,,,
2521,"Robert of_Artois","",M,"Duke of Richmond",,,,
2522,"Charles_IX","",M,"King of France","27 JUN 1550","St. Germain-,en-Laye,France","30 MAY 1574","Vincennes,France"
2523,"Henry_III","",M,"King of France","19 SEP 1551","Fontainebleau,France","2 AUG 1589","Paris,France"
2524,"Charles of_Valois","",M,"Count Angouleme",,,,
2525,"John of_Valois","",M,"Count Angouleme",,,,
2526,"Margaretha of_Sweden","",F,"Princess","31 OCT 1934",,,
2527,"Birgitta of_Sweden","",F,"Princess","19 JAN 1937",,,
2528,"Desiree of_Sweden","",F,"Princess","2 JUN 1938",,,
2529,"Christina Louise Helen","",F,"Princess","3 AUG 1943",,,
2530,"Peter_I","",M,"King of Serbia",,,"1921",
2531,"Zorka of_Montenegro","",F,"Princess",,,"ABT    1889",
2532,"George","Karageorgeovitch",M,,,,,
2533,"Robert","",M,,,,,
2534,"Hugh the_Great of_Vermandois","",M,"Count",,,,
